 ,Email ,Address ,Avatar ,Avg. Session Length ,Time on App ,Time on Website ,Length of Membership ,Yearly Amount Spent
365,mstephenson@fernandez.com ,"835 Frank Tunnel\nWrightmouth, MI 82180-9605 ",Violet ,37.096156,11.429764,35.991538,3.775972,334.514773
366,hduke@hotmail.com ,"4547 Archer Common\nDiazchester, CA 06566-8576 ",DarkGreen ,29.030817,8.576375,31.445988,4.655098,519.530481
367,pallen@yahoo.com ,"24645 Valerie Unions Suite 582\nCobbborough, D... ",Bisque ,32.183060,17.348311,29.639680,4.405556,416.205294
368,riverarebecca@gmail.com ,"1414 David Throughway\nPort Jason, OH 22070-1220 ",SaddleBrown ,26.731323,15.795475,25.075478,2.475139,549.028724
369,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,20.719003,16.399273,33.966678,3.034310,578.630299
370,hduke@hotmail.com ,"4547 Archer Common\nDiazchester, CA 06566-8576 ",DarkGreen ,32.293429,11.341738,38.419452,4.596379,584.668563
371,pallen@yahoo.com ,"24645 Valerie Unions Suite 582\nCobbborough, D... ",Bisque ,31.511381,10.598276,26.621299,3.323761,443.031204
372,riverarebecca@gmail.com ,"1414 David Throughway\nPort Jason, OH 22070-1220 ",SaddleBrown ,38.550453,14.287156,40.705592,3.695063,564.637873
373,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,28.153704,9.610574,28.767150,4.855178,401.223777
374,mstephenson@fernandez.com ,"835 Frank Tunnel\nWrightmouth, MI 82180-9605 ",Violet ,29.843450,17.200653,40.112175,5.894949,278.218148
375,hduke@hotmail.com ,"4547 Archer Common\nDiazchester, CA 06566-8576 ",DarkGreen ,23.065456,17.991808,33.053798,5.610995,560.469148
376,pallen@yahoo.com ,"24645 Valerie Unions Suite 582\nCobbborough, D... ",Bisque ,34.522654,11.590184,40.506405,4.680066,435.220080
377,riverarebecca@gmail.com ,"1414 David Throughway\nPort Jason, OH 22070-1220 ",SaddleBrown ,35.420373,12.634742,31.187905,3.215133,519.901458
378,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,21.388846,16.762113,39.956604,3.989142,611.490556
379,mstephenson@fernandez.com ,"835 Frank Tunnel\nWrightmouth, MI 82180-9605 ",Violet ,27.466360,9.771342,29.810457,3.297319,531.185685
380,hduke@hotmail.com ,"4547 Archer Common\nDiazchester, CA 06566-8576 ",DarkGreen ,25.587874,9.745149,27.214625,4.022015,401.781691
381,pallen@yahoo.com ,"24645 Valerie Unions Suite 582\nCobbborough, D... ",Bisque ,26.203078,13.546257,41.203496,2.399776,290.973500
382,riverarebecca@gmail.com ,"1414 David Throughway\nPort Jason, OH 22070-1220 ",SaddleBrown ,30.802734,18.294298,37.239266,2.685099,566.683506
383,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,37.067540,11.687116,25.716893,5.002202,391.656236
384,mstephenson@fernandez.com ,"835 Frank Tunnel\nWrightmouth, MI 82180-9605 ",Violet ,33.635114,14.948565,25.946327,3.436493,365.279262
385,hduke@hotmail.com ,"4547 Archer Common\nDiazchester, CA 06566-8576 ",DarkGreen ,28.851943,17.643984,28.366396,4.483130,586.517177
386,pallen@yahoo.com ,"24645 Valerie Unions Suite 582\nCobbborough, D... ",Bisque ,34.986738,10.132981,34.820608,5.363997,524.072944
387,riverarebecca@gmail.com ,"1414 David Throughway\nPort Jason, OH 22070-1220 ",SaddleBrown ,31.927408,17.359117,28.379475,2.691352,694.213914
388,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,24.664964,9.267554,29.942269,3.223141,418.309547
389,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,29.688305,15.442183,30.673745,5.284388,429.420937
390,mstephenson@fernandez.com ,"835 Frank Tunnel\nWrightmouth, MI 82180-9605 ",Violet ,36.327326,13.274002,33.374314,4.405750,552.659097
391,hduke@hotmail.com ,"4547 Archer Common\nDiazchester, CA 06566-8576 ",DarkGreen ,33.899408,12.857987,42.870010,3.904050,364.922521
392,pallen@yahoo.com ,"24645 Valerie Unions Suite 582\nCobbborough, D... ",Bisque ,25.136341,13.970820,38.708789,5.381575,395.564594
393,riverarebecca@gmail.com ,"1414 David Throughway\nPort Jason, OH 22070-1220 ",SaddleBrown ,26.718010,17.416017,35.004212,3.623014,685.894903
394,mstephens@davidson-herman.com ,"14023 Rodriguez Passage\nPort Jacobville, PR 3... ",MediumAquaMarine ,22.607455,14.440569,33.696838,4.894213,704.889018
395,mstephenson@fernandez.com ,"835 Frank Tunnel\nWrightmouth, MI 82180-9605 ",Violet ,24.636819,9.763179,31.716599,3.417219,331.843128
396,hduke@hotmail.com ,"4547 Archer Common\nDiazchester, CA 06566-8576 ",DarkGreen ,27.097790,9.920204,26.874151,4.340605,723.445677
397,pallen@yahoo.com ,"24645 Valerie Unions Suite 582\nCobbborough, D... ",Bisque ,30.700311,17.942024,32.639693,3.629855,309.520841
